"NR_ANO_ELEICAO";"CD_PAIS";"NM_PAIS";"SG_REGIAO";"NM_REGIAO";"SG_UF";"NM_UF";"CD_MUNICIPIO";"NM_MUNICIPIO";"QTD_ELEITORES";"QTD_ELEITORES_FEMININO";"QTD_ELEITORES_MASCULINO";"QTD_ELEITORES_NAOINFORMADO";"QTD_ELEITORES_MENOR16";"QTD_ELEITORES_16";"QTD_ELEITORES_17";"QTD_ELEITORES_18";"QTD_ELEITORES_19";"QTD_ELEITORES_20";"QTD_ELEITORES_21A24";"QTD_ELEITORES_25A29";"QTD_ELEITORES_30A34";"QTD_ELEITORES_35A39";"QTD_ELEITORES_40A44";"QTD_ELEITORES_45A49";"QTD_ELEITORES_50A54";"QTD_ELEITORES_55A59";"QTD_ELEITORES_60A64";"QTD_ELEITORES_65A69";"QTD_ELEITORES_70A74";"QTD_ELEITORES_75A79";"QTD_ELEITORES_80A84";"QTD_ELEITORES_85A89";"QTD_ELEITORES_90A94";"QTD_ELEITORES_95A99";"QTD_ELEITORES_MAIORIGUAL100";"QTD_ELEITORES_IDADEINVALIDO";"QTD_ELEITORES_IDADENAOSEAPLICA";"QTD_ELEITORES_IDADENAOINFORMADA";"QTD_ELEITORES_COMBIOMETRIA";"QTD_ELEITORES_SEMBIOMETRIA";"QTD_ELEITORES_DEFICIENTE";"QUANTITATIVO_NOMESOCIAL"
"2014";"1";"Brasil";"N";"Norte";"AC";"Acre";"1392";"RIO BRANCO";"232073";"124461";"107612";"0";"0";"1446";"4071";"5987";"6684";"6443";"24607";"30994";"31353";"27094";"22159";"19090";"15194";"12207";"9256";"6174";"4195";"2642";"1400";"728";"236";"77";"28";"8";"0";"0";"231507";"566";"757";"0"
"2014";"1";"Brasil";"N";"Norte";"AC";"Acre";"1082";"RODRIGUES ALVES";"9733";"4708";"5024";"1";"0";"212";"243";"323";"331";"330";"1202";"1327";"1348";"1081";"862";"605";"484";"378";"343";"244";"191";"106";"77";"24";"16";"4";"2";"0";"0";"0";"16";"9717";"7";"0"
"2014";"1";"Brasil";"N";"Norte";"AC";"Acre";"1031";"SANTA ROSA DO PURUS";"2784";"1369";"1415";"0";"0";"18";"46";"85";"92";"105";"360";"443";"378";"290";"234";"161";"133";"101";"108";"74";"50";"31";"30";"26";"9";"5";"4";"1";"0";"0";"6";"2778";"1";"0"
"2014";"1";"Brasil";"N";"Norte";"AC";"Acre";"1457";"SENA MADUREIRA";"25966";"12799";"13166";"1";"0";"334";"522";"756";"827";"812";"2895";"3440";"3322";"2971";"2168";"1753";"1369";"1220";"1052";"779";"627";"420";"290";"247";"119";"27";"12";"4";"0";"0";"82";"25884";"24";"0"
"2014";"1";"Brasil";"N";"Norte";"AC";"Acre";"1538";"SENADOR GUIOMARD";"16635";"8041";"8594";"0";"0";"106";"215";"380";"422";"433";"1625";"2055";"2128";"1868";"1627";"1420";"1101";"900";"741";"522";"389";"281";"194";"146";"71";"10";"1";"0";"0";"0";"78";"16557";"25";"0"
"2014";"1";"Brasil";"N";"Norte";"AC";"Acre";"1473";"TARAUACÁ";"23060";"11171";"11888";"1";"0";"357";"501";"687";"795";"753";"2798";"3124";"3003";"2343";"1862";"1546";"1350";"997";"841";"618";"533";"363";"274";"178";"111";"16";"5";"5";"0";"0";"34";"23026";"16";"0"
"2014";"1";"Brasil";"N";"Norte";"AC";"Acre";"1490";"XAPURI";"11347";"5392";"5955";"0";"0";"76";"165";"277";"320";"350";"1199";"1377";"1382";"1174";"1031";"876";"692";"628";"502";"398";"301";"207";"171";"130";"79";"9";"3";"0";"0";"0";"5188";"6159";"49";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27030";"ANADIA";"12016";"6322";"5694";"0";"0";"117";"213";"236";"291";"325";"1203";"1461";"1386";"1184";"1082";"999";"884";"713";"624";"493";"344";"265";"119";"48";"18";"9";"2";"0";"0";"0";"11974";"42";"91";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27057";"ARAPIRACA";"128811";"71509";"57302";"0";"0";"518";"1406";"2639";"3301";"3461";"12869";"16703";"15887";"14623";"11957";"11416";"9579";"7493";"6580";"4902";"3162";"1499";"612";"150";"39";"5";"5";"5";"0";"0";"128326";"485";"93";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27073";"ATALAIA";"28032";"14380";"13652";"0";"0";"137";"260";"570";"752";"823";"2900";"3639";"3752";"3188";"2628";"2224";"1994";"1581";"1399";"1011";"587";"329";"153";"69";"23";"3";"1";"9";"0";"0";"28012";"20";"100";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27090";"BARRA DE SANTO ANTÔNIO";"9806";"5059";"4747";"0";"0";"26";"65";"266";"316";"302";"1068";"1320";"1287";"1173";"973";"797";"655";"569";"418";"274";"175";"77";"30";"14";"0";"1";"0";"0";"0";"0";"9775";"31";"17";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27111";"BARRA DE SÃO MIGUEL";"5612";"2886";"2726";"0";"0";"13";"36";"127";"150";"151";"581";"736";"768";"739";"560";"469";"442";"282";"241";"161";"87";"51";"10";"8";"0";"0";"0";"0";"0";"0";"5603";"9";"12";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27138";"BATALHA";"11050";"5944";"5106";"0";"0";"93";"206";"279";"331";"287";"1226";"1523";"1338";"1114";"937";"898";"792";"646";"492";"402";"288";"118";"50";"20";"5";"4";"0";"1";"0";"0";"11025";"25";"57";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27170";"BELO MONTE";"4329";"2180";"2149";"0";"0";"24";"46";"111";"156";"155";"472";"575";"488";"455";"376";"384";"324";"243";"185";"147";"100";"65";"18";"3";"2";"0";"0";"0";"0";"0";"4319";"10";"14";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27154";"BELÉM";"4457";"2306";"2151";"0";"0";"68";"79";"112";"132";"114";"442";"560";"515";"489";"380";"333";"304";"241";"202";"206";"131";"82";"48";"12";"5";"2";"0";"0";"0";"0";"4452";"5";"19";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27197";"BOCA DA MATA";"18562";"9533";"9029";"0";"0";"140";"272";"493";"574";"537";"1906";"2345";"2280";"2079";"1732";"1504";"1304";"1087";"956";"594";"397";"225";"94";"28";"7";"6";"1";"1";"0";"0";"18544";"18";"54";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27219";"BRANQUINHA";"7378";"3657";"3721";"0";"0";"35";"68";"200";"227";"257";"907";"958";"978";"801";"693";"574";"485";"405";"324";"214";"151";"69";"23";"4";"3";"0";"1";"1";"0";"0";"7344";"34";"40";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27235";"CACIMBINHAS";"7263";"3871";"3392";"0";"0";"62";"76";"177";"224";"199";"720";"950";"817";"722";"646";"620";"527";"433";"401";"286";"216";"121";"49";"15";"2";"0";"0";"0";"0";"0";"7254";"9";"5";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27251";"CAJUEIRO";"13075";"6813";"6262";"0";"0";"45";"133";"277";"349";"327";"1419";"1820";"1786";"1466";"1253";"1112";"910";"681";"622";"410";"256";"130";"62";"12";"3";"2";"0";"0";"0";"0";"12951";"124";"29";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27081";"CAMPESTRE";"4627";"2374";"2253";"0";"0";"40";"48";"168";"162";"166";"494";"596";"579";"538";"441";"361";"275";"218";"192";"141";"116";"61";"24";"7";"0";"0";"0";"0";"0";"0";"4627";"0";"5";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27278";"CAMPO ALEGRE";"20991";"10920";"10071";"0";"0";"202";"474";"604";"734";"633";"2239";"2737";"2722";"2371";"1885";"1607";"1374";"1137";"1006";"656";"375";"168";"56";"9";"1";"0";"0";"1";"0";"0";"20957";"34";"142";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27294";"CAMPO GRANDE";"7244";"3730";"3514";"0";"0";"108";"144";"233";"238";"221";"740";"983";"816";"717";"600";"544";"503";"411";"362";"252";"203";"95";"50";"13";"5";"5";"0";"1";"0";"0";"7238";"6";"196";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27316";"CANAPI";"11725";"6063";"5662";"0";"0";"91";"161";"317";"452";"371";"1270";"1427";"1265";"1167";"965";"905";"802";"694";"641";"525";"367";"180";"73";"22";"12";"15";"2";"1";"0";"0";"11674";"51";"20";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27332";"CAPELA";"11939";"6116";"5823";"0";"0";"64";"172";"256";"340";"306";"1169";"1523";"1606";"1376";"1177";"965";"787";"666";"597";"422";"296";"147";"50";"15";"3";"2";"0";"0";"0";"0";"11844";"95";"65";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27359";"CARNEIROS";"5745";"2979";"2766";"0";"0";"69";"138";"182";"229";"197";"670";"811";"642";"549";"480";"468";"363";"269";"219";"196";"136";"78";"33";"9";"3";"3";"0";"1";"0";"0";"5740";"5";"9";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27375";"CHÃ PRETA";"5393";"2743";"2650";"0";"0";"26";"60";"140";"157";"160";"575";"723";"695";"630";"473";"406";"324";"293";"251";"196";"157";"80";"26";"8";"10";"2";"1";"0";"0";"0";"5390";"3";"39";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27391";"COITÉ DO NÓIA";"7846";"4049";"3797";"0";"0";"89";"154";"243";"271";"226";"848";"946";"931";"775";"609";"654";"558";"444";"407";"292";"209";"118";"52";"13";"5";"0";"1";"1";"0";"0";"7815";"31";"6";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27413";"COLÔNIA LEOPOLDINA";"13170";"6711";"6459";"0";"0";"104";"220";"340";"406";"386";"1453";"1646";"1723";"1488";"1216";"1033";"852";"710";"610";"432";"290";"166";"59";"25";"7";"1";"1";"2";"0";"0";"13096";"74";"40";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27430";"COQUEIRO SECO";"4113";"2113";"2000";"0";"0";"3";"6";"67";"110";"124";"401";"561";"539";"486";"423";"350";"298";"253";"228";"137";"69";"38";"14";"5";"1";"0";"0";"0";"0";"0";"4108";"5";"14";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27456";"CORURIPE";"36990";"19107";"17883";"0";"0";"171";"497";"852";"1115";"1086";"4170";"4995";"4866";"4180";"3409";"3022";"2610";"1914";"1503";"1100";"770";"446";"196";"54";"24";"5";"1";"4";"0";"0";"36968";"22";"108";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"28894";"CRAÍBAS";"15763";"8247";"7516";"0";"0";"77";"180";"420";"494";"428";"1782";"2225";"1859";"1657";"1374";"1293";"1131";"905";"790";"574";"335";"160";"57";"15";"2";"3";"1";"1";"0";"0";"15700";"63";"9";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27472";"DELMIRO GOUVEIA";"33653";"17949";"15704";"0";"0";"206";"478";"837";"1014";"875";"3363";"4536";"3984";"3571";"3004";"2747";"2345";"1875";"1703";"1334";"904";"515";"239";"86";"29";"5";"2";"1";"0";"0";"33628";"25";"37";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27499";"DOIS RIACHOS";"7848";"4041";"3807";"0";"0";"99";"147";"246";"312";"248";"832";"962";"827";"792";"665";"594";"551";"437";"393";"291";"234";"130";"58";"15";"7";"6";"0";"2";"0";"0";"7845";"3";"2";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27049";"ESTRELA DE ALAGOAS";"10717";"5691";"5026";"0";"0";"42";"109";"257";"285";"305";"958";"1261";"1217";"1165";"882";"829";"784";"688";"691";"564";"358";"184";"105";"22";"7";"1";"0";"3";"0";"0";"10690";"27";"18";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27510";"FEIRA GRANDE";"14750";"7734";"7016";"0";"0";"103";"215";"360";"503";"477";"1477";"1928";"1826";"1625";"1251";"1158";"1057";"833";"750";"520";"390";"184";"65";"22";"4";"0";"1";"1";"0";"0";"14682";"68";"58";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27537";"FELIZ DESERTO";"3151";"1658";"1493";"0";"0";"8";"34";"81";"94";"104";"350";"402";"406";"340";"292";"225";"234";"173";"148";"115";"71";"39";"17";"12";"3";"2";"1";"0";"0";"0";"3150";"1";"2";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27553";"FLEXEIRAS";"7816";"4023";"3793";"0";"0";"27";"136";"204";"255";"239";"872";"1023";"948";"874";"713";"644";"530";"443";"362";"271";"161";"62";"34";"12";"4";"1";"1";"0";"0";"0";"7806";"10";"43";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27570";"GIRAU DO PONCIANO";"22709";"11895";"10814";"0";"0";"148";"285";"631";"742";"673";"2512";"3121";"2677";"2468";"1787";"1793";"1539";"1260";"1142";"866";"550";"309";"131";"55";"10";"7";"1";"2";"0";"0";"22677";"32";"517";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27596";"IBATEGUARA";"9569";"4901";"4668";"0";"0";"63";"156";"302";"339";"285";"1056";"1241";"1220";"1037";"815";"708";"677";"558";"489";"282";"207";"90";"27";"11";"3";"2";"0";"1";"0";"0";"9558";"11";"10";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27618";"IGACI";"17871";"9412";"8459";"0";"0";"81";"224";"431";"501";"510";"1894";"2403";"2165";"1790";"1452";"1420";"1206";"1109";"1036";"826";"498";"210";"90";"18";"4";"2";"1";"0";"0";"0";"17819";"52";"280";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27634";"IGREJA NOVA";"15476";"7830";"7646";"0";"0";"100";"229";"384";"473";"460";"1765";"2231";"1929";"1614";"1353";"1182";"1097";"915";"721";"467";"286";"161";"74";"24";"6";"2";"1";"2";"0";"0";"15462";"14";"8";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27650";"INHAPI";"10990";"5917";"5073";"0";"0";"51";"155";"319";"424";"380";"1170";"1389";"1165";"1071";"893";"916";"792";"621";"585";"486";"294";"176";"65";"26";"8";"3";"0";"1";"0";"0";"10947";"43";"26";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27677";"JACARÉ DOS HOMENS";"4307";"2227";"2080";"0";"0";"62";"89";"101";"156";"122";"496";"612";"499";"413";"372";"336";"314";"239";"186";"155";"81";"46";"23";"2";"1";"1";"1";"0";"0";"0";"4302";"5";"18";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27693";"JACUÍPE";"4722";"2278";"2444";"0";"0";"71";"77";"147";"145";"141";"500";"610";"599";"526";"427";"361";"330";"233";"209";"158";"109";"50";"17";"7";"3";"1";"1";"0";"0";"0";"4718";"4";"5";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27715";"JAPARATINGA";"5689";"2915";"2774";"0";"0";"37";"82";"154";"164";"160";"608";"715";"775";"702";"527";"423";"395";"324";"241";"180";"114";"53";"22";"6";"4";"3";"0";"0";"0";"0";"5680";"9";"11";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27731";"JARAMATAIA";"4203";"2129";"2074";"0";"0";"29";"62";"114";"124";"113";"467";"583";"501";"429";"369";"370";"315";"223";"179";"139";"108";"40";"29";"7";"2";"0";"0";"0";"0";"0";"4201";"2";"6";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27065";"JEQUIÁ DA PRAIA";"6812";"3411";"3401";"0";"0";"9";"45";"165";"187";"205";"720";"905";"976";"817";"705";"563";"461";"390";"273";"209";"112";"51";"17";"1";"0";"0";"1";"0";"0";"0";"6798";"14";"21";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27758";"JOAQUIM GOMES";"11811";"6093";"5718";"0";"0";"72";"132";"297";"378";"357";"1308";"1529";"1655";"1341";"1096";"942";"834";"677";"556";"300";"206";"83";"31";"7";"0";"9";"0";"1";"0";"0";"11798";"13";"62";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27774";"JUNDIÁ";"3827";"1858";"1969";"0";"0";"67";"79";"141";"140";"123";"457";"458";"437";"407";"353";"295";"243";"217";"157";"110";"76";"44";"15";"4";"2";"2";"0";"0";"0";"0";"3825";"2";"2";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27790";"JUNQUEIRO";"17054";"8900";"8154";"0";"0";"74";"247";"407";"498";"489";"1747";"2255";"2162";"1855";"1478";"1363";"1163";"951";"817";"617";"468";"285";"113";"45";"9";"11";"0";"0";"0";"0";"17026";"28";"88";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27812";"LAGOA DA CANOA";"12383";"6599";"5784";"0";"0";"95";"148";"286";"421";"374";"1270";"1616";"1420";"1324";"1049";"1039";"867";"693";"686";"489";"361";"153";"63";"14";"8";"2";"2";"3";"0";"0";"12302";"81";"8";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27839";"LIMOEIRO DE ANADIA";"15264";"8093";"7171";"0";"0";"109";"194";"418";"495";"477";"1606";"2160";"1908";"1609";"1310";"1226";"996";"834";"761";"550";"361";"160";"68";"15";"4";"2";"0";"1";"0";"0";"15226";"38";"27";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27855";"MACEIÓ";"551549";"309250";"242299";"0";"0";"983";"3733";"9174";"12433";"13254";"51527";"68277";"69098";"64324";"58784";"53066";"45960";"36822";"28516";"19249";"10418";"4001";"1386";"413";"88";"10";"11";"22";"0";"0";"545267";"6282";"5889";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27871";"MAJOR ISIDORO";"13519";"7099";"6420";"0";"0";"103";"250";"376";"403";"379";"1417";"1697";"1487";"1384";"1166";"1136";"976";"750";"722";"553";"409";"197";"80";"27";"6";"0";"0";"1";"0";"0";"13515";"4";"26";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27979";"MAR VERMELHO";"3008";"1524";"1484";"0";"0";"11";"23";"76";"79";"79";"278";"381";"360";"355";"314";"244";"222";"184";"158";"105";"72";"37";"24";"3";"2";"1";"0";"0";"0";"0";"3005";"3";"6";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27898";"MARAGOGI";"17353";"9099";"8254";"0";"0";"92";"201";"426";"511";"549";"1932";"2246";"2368";"2112";"1657";"1456";"1123";"900";"716";"487";"336";"155";"55";"17";"6";"1";"3";"4";"0";"0";"17324";"29";"55";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27910";"MARAVILHA";"7089";"3636";"3453";"0";"0";"59";"87";"197";"213";"185";"744";"956";"819";"725";"573";"611";"525";"418";"337";"277";"197";"100";"42";"17";"2";"5";"0";"0";"0";"0";"7070";"19";"2";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27936";"MARECHAL DEODORO";"31726";"16800";"14926";"0";"0";"124";"360";"663";"901";"894";"3265";"4018";"4071";"3784";"3149";"2741";"2360";"1907";"1480";"921";"642";"280";"109";"39";"7";"6";"1";"4";"0";"0";"31660";"66";"36";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27952";"MARIBONDO";"9848";"5308";"4540";"0";"0";"65";"129";"221";"287";"246";"956";"1237";"1218";"1087";"882";"802";"639";"611";"541";"397";"274";"181";"52";"15";"6";"2";"0";"0";"0";"0";"9776";"72";"50";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27995";"MATA GRANDE";"15096";"7854";"7242";"0";"0";"134";"287";"440";"529";"479";"1574";"1922";"1657";"1452";"1220";"1084";"1050";"859";"766";"689";"476";"278";"124";"46";"14";"11";"1";"4";"0";"0";"15026";"70";"37";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"28010";"MATRIZ DE CAMARAGIBE";"16486";"8581";"7905";"0";"0";"98";"242";"476";"485";"478";"1707";"1978";"2148";"1938";"1492";"1324";"1059";"964";"784";"512";"383";"234";"107";"49";"18";"5";"4";"1";"0";"0";"16463";"23";"62";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"28037";"MESSIAS";"11414";"5965";"5449";"0";"0";"112";"168";"294";"341";"325";"1227";"1507";"1578";"1386";"1033";"917";"780";"608";"461";"308";"209";"100";"37";"11";"6";"3";"3";"0";"0";"0";"11371";"43";"22";"0"
"2014";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"28053";"MINADOR DO NEGRÃO";"3791";"1960";"1831";"0";"0";"61";"60";"82";"125";"105";"358";"443";"418";"407";"323";"323";"262";"236";"221";"179";"112";"56";"12";"3";"1";"1";"1";"2";"0";"0";"3788";"3";"6";"0"
