"NR_ANO_ELEICAO";"CD_PAIS";"NM_PAIS";"SG_REGIAO";"NM_REGIAO";"SG_UF";"NM_UF";"CD_MUNICIPIO";"NM_MUNICIPIO";"QTD_ELEITORES";"QTD_ELEITORES_FEMININO";"QTD_ELEITORES_MASCULINO";"QTD_ELEITORES_NAOINFORMADO";"QTD_ELEITORES_MENOR16";"QTD_ELEITORES_16";"QTD_ELEITORES_17";"QTD_ELEITORES_18";"QTD_ELEITORES_19";"QTD_ELEITORES_20";"QTD_ELEITORES_21A24";"QTD_ELEITORES_25A29";"QTD_ELEITORES_30A34";"QTD_ELEITORES_35A39";"QTD_ELEITORES_40A44";"QTD_ELEITORES_45A49";"QTD_ELEITORES_50A54";"QTD_ELEITORES_55A59";"QTD_ELEITORES_60A64";"QTD_ELEITORES_65A69";"QTD_ELEITORES_70A74";"QTD_ELEITORES_75A79";"QTD_ELEITORES_80A84";"QTD_ELEITORES_85A89";"QTD_ELEITORES_90A94";"QTD_ELEITORES_95A99";"QTD_ELEITORES_MAIORIGUAL100";"QTD_ELEITORES_IDADEINVALIDO";"QTD_ELEITORES_IDADENAOSEAPLICA";"QTD_ELEITORES_IDADENAOINFORMADA";"QTD_ELEITORES_COMBIOMETRIA";"QTD_ELEITORES_SEMBIOMETRIA";"QTD_ELEITORES_DEFICIENTE";"QUANTITATIVO_NOMESOCIAL"
"2016";"1";"Brasil";"N";"Norte";"AC";"Acre";"1040";"MARECHAL THAUMATURGO";"9458";"4386";"5072";"0";"0";"191";"293";"335";"335";"380";"1272";"1338";"1241";"988";"773";"568";"438";"361";"267";"204";"151";"136";"97";"45";"24";"12";"6";"3";"0";"0";"957";"8501";"2";"0"
"2016";"1";"Brasil";"N";"Norte";"AC";"Acre";"1090";"MÂNCIO LIMA";"11981";"5934";"6046";"1";"0";"265";"372";"384";"380";"380";"1346";"1517";"1564";"1326";"1061";"774";"641";"556";"450";"298";"255";"177";"94";"65";"42";"29";"5";"0";"0";"0";"1768";"10213";"29";"0"
"2016";"1";"Brasil";"N";"Norte";"AC";"Acre";"1511";"PLÁCIDO DE CASTRO";"13586";"6526";"7060";"0";"0";"237";"297";"395";"310";"377";"1403";"1524";"1519";"1430";"1220";"1051";"954";"776";"644";"457";"322";"266";"183";"131";"73";"16";"1";"0";"0";"0";"2594";"10992";"40";"0"
"2016";"1";"Brasil";"N";"Norte";"AC";"Acre";"1023";"PORTO ACRE";"11331";"5498";"5833";"0";"0";"170";"315";"317";"348";"301";"1127";"1260";"1230";"1244";"1052";"960";"786";"715";"609";"415";"252";"145";"54";"25";"3";"1";"1";"1";"0";"0";"11308";"23";"93";"0"
"2016";"1";"Brasil";"N";"Norte";"AC";"Acre";"1066";"PORTO WALTER";"5884";"2777";"3107";"0";"0";"190";"215";"241";"202";"214";"700";"836";"776";"667";"500";"362";"257";"256";"169";"113";"81";"52";"32";"11";"8";"2";"0";"0";"0";"0";"1490";"4394";"1";"0"
"2016";"1";"Brasil";"N";"Norte";"AC";"Acre";"1392";"RIO BRANCO";"241196";"128470";"112726";"0";"0";"1018";"2202";"4481";"6296";"6705";"26119";"31015";"31641";"29631";"23720";"20118";"16780";"13111";"10381";"7230";"4653";"3013";"1684";"932";"318";"109";"31";"8";"0";"0";"240336";"860";"789";"0"
"2016";"1";"Brasil";"N";"Norte";"AC";"Acre";"1082";"RODRIGUES ALVES";"11062";"5397";"5664";"1";"0";"314";"391";"413";"368";"385";"1375";"1392";"1379";"1262";"959";"703";"538";"459";"366";"273";"204";"128";"80";"46";"18";"5";"4";"0";"0";"0";"3341";"7721";"18";"0"
"2016";"1";"Brasil";"N";"Norte";"AC";"Acre";"1031";"SANTA ROSA DO PURUS";"3157";"1563";"1594";"0";"0";"61";"101";"86";"104";"111";"408";"483";"397";"335";"245";"198";"153";"114";"98";"91";"45";"40";"35";"25";"15";"5";"6";"1";"0";"0";"298";"2859";"2";"0"
"2016";"1";"Brasil";"N";"Norte";"AC";"Acre";"1457";"SENA MADUREIRA";"27557";"13610";"13946";"1";"0";"378";"615";"788";"836";"895";"3201";"3325";"3353";"3139";"2441";"1880";"1536";"1237";"1143";"836";"669";"469";"328";"247";"174";"44";"19";"4";"0";"0";"5517";"22040";"34";"0"
"2016";"1";"Brasil";"N";"Norte";"AC";"Acre";"1538";"SENADOR GUIOMARD";"16206";"8253";"7953";"0";"0";"266";"428";"495";"483";"461";"1672";"1833";"1921";"1804";"1541";"1313";"1113";"892";"712";"531";"336";"221";"103";"62";"14";"3";"1";"1";"0";"0";"16186";"20";"72";"0"
"2016";"1";"Brasil";"N";"Norte";"AC";"Acre";"1473";"TARAUACÁ";"24900";"12099";"12801";"0";"0";"405";"568";"772";"798";"807";"3043";"3258";"3034";"2742";"2040";"1693";"1387";"1149";"889";"704";"537";"408";"277";"207";"126";"40";"13";"3";"0";"0";"11335";"13565";"19";"0"
"2016";"1";"Brasil";"N";"Norte";"AC";"Acre";"1490";"XAPURI";"10906";"5331";"5575";"0";"0";"160";"233";"313";"353";"337";"1207";"1271";"1273";"1127";"978";"854";"742";"607";"528";"391";"231";"173";"76";"40";"11";"1";"0";"0";"0";"0";"10903";"3";"59";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27030";"ANADIA";"12558";"6595";"5963";"0";"0";"149";"275";"291";"333";"293";"1285";"1400";"1380";"1241";"1135";"987";"942";"789";"641";"535";"361";"262";"157";"69";"17";"13";"3";"0";"0";"0";"12529";"29";"82";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27057";"ARAPIRACA";"135998";"75164";"60834";"0";"0";"844";"1723";"2571";"3104";"3486";"13963";"16339";"16350";"15170";"13103";"11879";"10308";"8017";"6930";"5458";"3651";"1868";"886";"267";"60";"11";"5";"5";"0";"0";"135538";"460";"119";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27073";"ATALAIA";"30194";"15523";"14671";"0";"0";"402";"638";"742";"766";"842";"3186";"3505";"3719";"3398";"2756";"2410";"2082";"1716";"1463";"1139";"660";"428";"202";"93";"29";"8";"1";"9";"0";"0";"30180";"14";"107";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27090";"BARRA DE SANTO ANTÔNIO";"11680";"6049";"5631";"0";"0";"223";"300";"333";"306";"373";"1286";"1432";"1395";"1304";"1138";"936";"745";"653";"539";"334";"209";"111";"44";"11";"7";"0";"1";"0";"0";"0";"11655";"25";"27";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27111";"BARRA DE SÃO MIGUEL";"6520";"3339";"3181";"0";"0";"64";"127";"124";"149";"193";"683";"786";"824";"836";"672";"523";"503";"360";"268";"202";"107";"68";"19";"11";"1";"0";"0";"0";"0";"0";"6513";"7";"17";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27138";"BATALHA";"12020";"6368";"5652";"0";"0";"245";"292";"281";"354";"333";"1282";"1527";"1418";"1222";"1030";"924";"878";"639";"577";"429";"314";"161";"75";"28";"7";"2";"1";"1";"0";"0";"12000";"20";"53";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27170";"BELO MONTE";"5154";"2595";"2559";"0";"0";"138";"143";"130";"135";"163";"621";"614";"594";"465";"441";"412";"379";"299";"204";"168";"130";"76";"34";"6";"1";"1";"0";"0";"0";"0";"5145";"9";"21";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27154";"BELÉM";"4780";"2456";"2324";"0";"0";"112";"117";"126";"105";"121";"469";"551";"537";"479";"473";"355";"317";"259";"214";"194";"166";"97";"60";"17";"9";"2";"0";"0";"0";"0";"4777";"3";"22";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27197";"BOCA DA MATA";"19640";"10102";"9538";"0";"0";"277";"473";"508";"527";"544";"2039";"2160";"2277";"2166";"1858";"1610";"1403";"1125";"1041";"728";"426";"282";"127";"54";"8";"4";"2";"1";"0";"0";"19625";"15";"53";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27219";"BRANQUINHA";"8158";"4077";"4081";"0";"0";"137";"225";"203";"219";"243";"964";"1023";"1005";"842";"765";"631";"515";"458";"331";"278";"178";"98";"31";"7";"3";"0";"1";"1";"0";"0";"8129";"29";"38";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27235";"CACIMBINHAS";"7929";"4197";"3732";"0";"0";"150";"173";"184";"199";"204";"803";"898";"854";"820";"690";"666";"578";"476";"409";"331";"236";"158";"68";"27";"5";"0";"0";"0";"0";"0";"7923";"6";"6";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27251";"CAJUEIRO";"14437";"7523";"6914";"0";"0";"213";"332";"352";"389";"416";"1528";"1741";"1833";"1613";"1342";"1136";"1058";"746";"687";"472";"291";"159";"93";"28";"5";"2";"1";"0";"0";"0";"14339";"98";"34";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27081";"CAMPESTRE";"5423";"2764";"2659";"0";"0";"149";"165";"184";"152";"179";"645";"628";"644";"571";"481";"424";"336";"233";"216";"154";"130";"82";"32";"15";"3";"0";"0";"0";"0";"0";"5423";"0";"5";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27278";"CAMPO ALEGRE";"23369";"12093";"11276";"0";"0";"477";"614";"660";"744";"711";"2657";"2698";"2798";"2602";"2225";"1754";"1470";"1234";"1117";"784";"487";"234";"80";"19";"3";"0";"0";"1";"0";"0";"23342";"27";"183";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27294";"CAMPO GRANDE";"8106";"4129";"3977";"0";"0";"197";"243";"231";"230";"255";"858";"1029";"903";"790";"689";"572";"532";"439";"399";"294";"219";"127";"69";"20";"4";"3";"2";"1";"0";"0";"8100";"6";"178";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27316";"CANAPI";"13019";"6703";"6316";"0";"0";"284";"347";"354";"359";"398";"1454";"1526";"1348";"1219";"1091";"954";"877";"753";"659";"550";"430";"236";"106";"44";"11";"14";"4";"1";"0";"0";"12976";"43";"27";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27332";"CAPELA";"12753";"6558";"6195";"0";"0";"159";"275";"322";"343";"336";"1258";"1504";"1561";"1427";"1259";"1009";"874";"715";"620";"478";"309";"194";"77";"28";"3";"2";"0";"0";"0";"0";"12675";"78";"75";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27359";"CARNEIROS";"6388";"3304";"3084";"0";"0";"172";"178";"214";"207";"216";"760";"838";"736";"585";"535";"481";"405";"292";"255";"200";"153";"98";"45";"12";"4";"2";"0";"0";"0";"0";"6385";"3";"9";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27375";"CHÃ PRETA";"5873";"2977";"2896";"0";"0";"131";"167";"142";"158";"166";"594";"694";"737";"641";"527";"455";"358";"303";"267";"203";"163";"101";"42";"11";"8";"4";"1";"0";"0";"0";"5870";"3";"41";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27391";"COITÉ DO NÓIA";"8346";"4275";"4071";"0";"0";"169";"174";"206";"223";"253";"917";"999";"923";"834";"683";"668";"607";"459";"426";"326";"239";"136";"70";"23";"8";"1";"1";"1";"0";"0";"8323";"23";"5";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27413";"COLÔNIA LEOPOLDINA";"14574";"7360";"7214";"0";"0";"297";"418";"418";"439";"425";"1544";"1690";"1735";"1606";"1357";"1105";"929";"791";"639";"520";"327";"195";"93";"31";"11";"1";"1";"2";"0";"0";"14549";"25";"198";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27430";"COQUEIRO SECO";"4508";"2311";"2197";"0";"0";"55";"93";"84";"81";"100";"464";"532";"578";"514";"466";"385";"326";"253";"235";"179";"83";"50";"21";"8";"1";"0";"0";"0";"0";"0";"4503";"5";"15";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27456";"CORURIPE";"38541";"19878";"18663";"0";"0";"390";"632";"890";"982";"1040";"4265";"4802";"4905";"4304";"3745";"3091";"2743";"2153";"1597";"1275";"852";"471";"278";"88";"25";"11";"0";"2";"0";"0";"38525";"16";"106";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"28894";"CRAÍBAS";"17375";"9046";"8329";"0";"0";"300";"444";"413";"457";"530";"1855";"2268";"1994";"1812";"1505";"1359";"1202";"993";"855";"656";"404";"195";"97";"27";"3";"3";"2";"1";"0";"0";"17310";"65";"11";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27472";"DELMIRO GOUVEIA";"36137";"19201";"16936";"0";"0";"424";"573";"780";"912";"993";"3690";"4350";"4364";"3859";"3233";"2912";"2604";"2079";"1725";"1492";"1030";"621";"322";"127";"39";"3";"4";"1";"0";"0";"36117";"20";"44";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27499";"DOIS RIACHOS";"8517";"4306";"4211";"0";"0";"219";"243";"230";"238";"269";"975";"948";"925";"817";"734";"645";"580";"446";"422";"310";"237";"162";"79";"22";"7";"5";"2";"2";"0";"0";"8513";"4";"6";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27049";"ESTRELA DE ALAGOAS";"11658";"6179";"5479";"0";"0";"175";"227";"238";"256";"303";"1126";"1235";"1267";"1236";"1002";"868";"821";"745";"691";"618";"439";"221";"122";"52";"12";"1";"0";"3";"0";"0";"11638";"20";"22";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27510";"FEIRA GRANDE";"16651";"8652";"7999";"0";"0";"339";"371";"388";"471";"485";"1869";"1994";"1960";"1789";"1469";"1245";"1140";"934";"810";"589";"446";"208";"103";"31";"9";"0";"0";"1";"0";"0";"16582";"69";"60";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27537";"FELIZ DESERTO";"3504";"1823";"1681";"0";"0";"65";"73";"90";"107";"101";"385";"418";"420";"371";"302";"276";"242";"189";"163";"132";"70";"56";"26";"10";"6";"2";"0";"0";"0";"0";"3503";"1";"3";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27553";"FLEXEIRAS";"8541";"4358";"4183";"0";"0";"91";"197";"206";"259";"260";"959";"1036";"972";"932";"784";"719";"586";"488";"409";"291";"191";"93";"41";"18";"4";"3";"2";"0";"0";"0";"8533";"8";"42";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27570";"GIRAU DO PONCIANO";"25167";"13031";"12136";"0";"0";"496";"646";"642";"706";"772";"2847";"3150";"2899";"2609";"2122";"1825";"1677";"1307";"1254";"912";"644";"386";"167";"75";"22";"6";"2";"1";"0";"0";"25145";"22";"497";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27596";"IBATEGUARA";"10805";"5507";"5298";"0";"0";"210";"284";"351";"348";"371";"1216";"1298";"1236";"1147";"929";"798";"697";"608";"548";"340";"219";"144";"40";"12";"6";"2";"1";"0";"0";"0";"10797";"8";"13";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27618";"IGACI";"19184";"10075";"9109";"0";"0";"295";"380";"422";"440";"504";"1997";"2341";"2222";"1980";"1717";"1407";"1301";"1154";"1084";"883";"610";"296";"112";"30";"6";"3";"0";"0";"0";"0";"19142";"42";"297";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27634";"IGREJA NOVA";"16720";"8420";"8300";"0";"0";"264";"375";"398";"419";"479";"1846";"2209";"2080";"1739";"1454";"1288";"1138";"989";"808";"567";"314";"188";"113";"40";"6";"3";"1";"2";"0";"0";"16708";"12";"10";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27650";"INHAPI";"12219";"6507";"5712";"0";"0";"208";"334";"295";"381";"398";"1401";"1426";"1325";"1112";"1001";"920";"882";"680";"622";"514";"355";"221";"93";"33";"10";"7";"0";"1";"0";"0";"12177";"42";"26";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27677";"JACARÉ DOS HOMENS";"4748";"2431";"2317";"0";"0";"119";"123";"134";"140";"128";"536";"587";"583";"456";"398";"375";"328";"268";"219";"149";"113";"52";"31";"5";"0";"2";"1";"1";"0";"0";"4744";"4";"21";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27693";"JACUÍPE";"5414";"2626";"2788";"0";"0";"152";"158";"163";"154";"173";"575";"653";"661";"595";"480";"403";"336";"285";"216";"166";"136";"69";"24";"9";"4";"1";"1";"0";"0";"0";"5413";"1";"5";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27715";"JAPARATINGA";"6308";"3208";"3100";"0";"0";"125";"134";"129";"154";"180";"654";"771";"753";"764";"611";"521";"392";"366";"297";"197";"140";"64";"35";"16";"3";"2";"0";"0";"0";"0";"6302";"6";"17";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27731";"JARAMATAIA";"4548";"2279";"2269";"0";"0";"84";"92";"113";"119";"120";"472";"585";"541";"455";"405";"373";"355";"247";"197";"163";"106";"74";"31";"12";"4";"0";"0";"0";"0";"0";"4546";"2";"8";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27065";"JEQUIÁ DA PRAIA";"7344";"3623";"3721";"0";"0";"135";"183";"165";"179";"214";"766";"846";"932";"923";"700";"624";"464";"411";"312";"249";"134";"69";"32";"5";"1";"0";"0";"0";"0";"0";"7334";"10";"28";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27758";"JOAQUIM GOMES";"12859";"6554";"6305";"0";"0";"168";"308";"320";"332";"372";"1405";"1571";"1618";"1464";"1172";"1016";"922";"740";"617";"402";"241";"126";"47";"7";"2";"8";"1";"0";"0";"0";"12852";"7";"69";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27774";"JUNDIÁ";"4194";"2057";"2137";"0";"0";"104";"98";"140";"128";"145";"510";"479";"477";"437";"369";"342";"274";"204";"171";"149";"78";"57";"21";"7";"2";"2";"0";"0";"0";"0";"4193";"1";"7";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27790";"JUNQUEIRO";"18463";"9563";"8900";"0";"0";"226";"334";"412";"479";"535";"1970";"2198";"2301";"1968";"1679";"1438";"1226";"1041";"877";"674";"506";"341";"168";"63";"14";"9";"4";"0";"0";"0";"18448";"15";"88";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27812";"LAGOA DA CANOA";"13609";"7207";"6402";"0";"0";"289";"327";"321";"334";"344";"1498";"1601";"1545";"1375";"1175";"1096";"933";"758";"702";"573";"411";"206";"75";"29";"8";"5";"1";"3";"0";"0";"13533";"76";"15";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27839";"LIMOEIRO DE ANADIA";"17189";"9022";"8167";"0";"0";"330";"400";"463";"477";"515";"1959";"2080";"2140";"1801";"1457";"1293";"1124";"916";"816";"667";"416";"207";"94";"29";"2";"2";"0";"1";"0";"0";"17157";"32";"25";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27855";"MACEIÓ";"579962";"322515";"257447";"0";"0";"1522";"4813";"10099";"12415";"13728";"55178";"65618";"69449";"66758";"60880";"55485";"49161";"39729";"31359";"22436";"13162";"5311";"2073";"590";"149";"18";"7";"22";"0";"0";"574642";"5320";"5791";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27871";"MAJOR ISIDORO";"14314";"7477";"6837";"0";"0";"285";"306";"344";"393";"415";"1454";"1626";"1550";"1423";"1297";"1140";"1079";"805";"742";"573";"468";"241";"117";"44";"11";"0";"0";"1";"0";"0";"14312";"2";"29";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27979";"MAR VERMELHO";"3266";"1652";"1614";"0";"0";"64";"63";"74";"67";"97";"309";"345";"381";"363";"329";"283";"233";"184";"178";"129";"85";"37";"33";"10";"1";"1";"0";"0";"0";"0";"3264";"2";"6";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27898";"MARAGOGI";"18853";"9841";"9012";"0";"0";"281";"380";"442";"441";"550";"2173";"2276";"2341";"2207";"1916";"1525";"1276";"981";"774";"574";"377";"201";"90";"31";"7";"3";"3";"4";"0";"0";"18834";"19";"56";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27910";"MARAVILHA";"7692";"3925";"3767";"0";"0";"130";"192";"212";"200";"227";"757";"960";"866";"775";"638";"587";"627";"411";"397";"273";"230";"122";"51";"26";"7";"4";"0";"0";"0";"0";"7679";"13";"3";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27936";"MARECHAL DEODORO";"34816";"18307";"16509";"0";"0";"277";"655";"755";"827";"920";"3595";"4044";"4225";"4031";"3599";"2976";"2576";"2126";"1710";"1140";"734";"376";"162";"58";"17";"4";"5";"4";"0";"0";"34777";"39";"45";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27952";"MARIBONDO";"10214";"5500";"4714";"0";"0";"144";"187";"218";"219";"264";"975";"1160";"1169";"1159";"949";"808";"733";"573";"582";"448";"303";"197";"94";"22";"7";"2";"1";"0";"0";"0";"10154";"60";"49";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"27995";"MATA GRANDE";"16524";"8529";"7995";"0";"0";"362";"454";"458";"494";"500";"1855";"1885";"1844";"1520";"1321";"1178";"1080";"899";"780";"720";"560";"346";"163";"59";"27";"8";"6";"5";"0";"0";"16461";"63";"48";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"28010";"MATRIZ DE CAMARAGIBE";"17896";"9270";"8626";"0";"0";"278";"380";"484";"490";"552";"1932";"1982";"2147";"1999";"1685";"1406";"1191";"992";"851";"602";"398";"285";"143";"60";"24";"11";"4";"0";"0";"0";"17878";"18";"64";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"28037";"MESSIAS";"12555";"6537";"6018";"0";"0";"208";"295";"347";"350";"386";"1325";"1496";"1614";"1460";"1199";"990";"831";"685";"545";"372";"233";"134";"58";"14";"4";"6";"3";"0";"0";"0";"12511";"44";"26";"0"
"2016";"1";"Brasil";"NE";"Nordeste";"AL";"Alagoas";"28053";"MINADOR DO NEGRÃO";"4428";"2263";"2165";"0";"0";"110";"115";"114";"116";"104";"458";"468";"473";"446";"401";"357";"314";"254";"244";"206";"131";"85";"19";"8";"1";"1";"1";"2";"0";"0";"4425";"3";"10";"0"
